OBJECTID,AS_,source,edite_par,Province,ZS,Annee,Source_geo,Territoire,ANTENNE,Groupement,Code_DSNIS,Code_DHIS2,Sce_Sem,Fiabilite,POP_2018,AS1,Shape_Leng,Shape_Area,PCODE
"2733",MIPALE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Ntand Embelo,,ESP-UCLA,Inongo,,,,,,Tres haute,,,0.63327095398,0.01643157498,CD3302ZS03AS16
"2734",IKENZE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Ntand Embelo,,ESP-UCLA,Inongo,,,,,,Tres haute,,,0.35097871243,0.00520328636,CD3302ZS03AS10
"2735",MANKAKITI,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Ntand Embelo,,ESP-UCLA,Inongo,,,,,,Tres haute,,,0.40416692669,0.00738244951,CD3302ZS03AS11
"2736",MOKIELI,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.23878906979,0.00287056614,CD3306ZS02AS21
"2737",KENGUBU,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.18702049404,0.00163700795,CD3306ZS02AS06
"2738",SABENA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.04702096586,0.00012322460,CD3306ZS02AS08
"2739",CEBU,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.04677391166,0.00010331498,CD3306ZS02AS05
"2740",MABALA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.73555617783,0.02386530146,CD3306ZS02AS18
"2741",INUNU,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.36592233040,0.00615404783,CD3306ZS02AS13
"2742",FRIGO,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.14396704116,0.00098264111,CD3306ZS02AS09
"2743",MONGOBELE ETAT,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,1.03454176001,0.04482886355,CD3306ZS02AS19
"2744",MONGOBELE CITE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.83834567343,0.03510128947,CD3306ZS02AS20
"2745",MONGOBELE BONDJON,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.26748634586,0.00341461873,CD3306ZS02AS22
"2746",ISAKA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.72091968445,0.02356627810,CD3306ZS02AS04
"2747",ISAKA KIBAMBILI,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.27281367947,0.00357464592,CD3306ZS02AS14
"2748",KONKIA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.50708951529,0.01416574871,CD3306ZS02AS16
"2749",LEBAMA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,1.09539861729,0.04627915411,CD3306ZS02AS10
"2750",MABALA KASAY,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.73736128971,0.02638374049,CD3306ZS02AS11
"2751",BENDELA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.78124435733,0.03665159694,CD3306ZS02AS01
"2752",NGIEVU,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.97046279192,0.04071534814,CD3306ZS02AS03
"2753",DUAKOMBE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.71312996950,0.02272816034,CD3306ZS02AS07
"2754",NGOLO,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.72788373515,0.02405886160,CD3306ZS02AS23
"2755",NTSHUNI,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Nioki,,ESP-UCLA,Kutu,,,,,,Tres haute,,,0.97403815858,0.04710354402,CD3306ZS02AS02
"2756",IBAA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,1.05089728855,0.03725512430,CD3311ZS01AS06
"2757",LOBOBI,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,0.67207247218,0.02039174867,CD3311ZS01AS13
"2758",NZINZI,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,0.21080143949,0.00216125921,CD3311ZS01AS17
"2759",SENDEKE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,0.04344915577,0.00008466679,CD3311ZS01AS21
"2760",MUSHIE CITE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,0.75533598042,0.02048854655,CD3311ZS01AS18
"2761",SACO,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,0.33460758084,0.00283388724,CD3311ZS01AS05
"2762",NDJOKELE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,0.65293296467,0.01483913610,CD3311ZS01AS20
"2763",BOMPENSOLE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,1.34519022160,0.05541943986,CD3311ZS01AS03
"2764",IZELI,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,1.13097576912,0.05257397624,CD3311ZS01AS10
"2765",BOSIKI,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,0.57377413344,0.01739425420,CD3311ZS01AS04
"2766",MASEKE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,1.91539534516,0.15226193302,CD3311ZS01AS14
"2767",IBOLE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,1.10927982380,0.04535046510,CD3311ZS01AS07
"2768",NSENU,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,1.41723378378,0.08117680230,CD3311ZS01AS12
"2769",ISALI,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,1.29348265970,0.07508300829,CD3311ZS01AS09
"2770",KENTALE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,1.08920902380,0.04361370283,CD3311ZS01AS11
"2771",BOBALA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,0.93925864837,0.03639211437,CD3311ZS01AS01
"2772",MBALI,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,1.04537355554,0.03613998839,CD3311ZS01AS15
"2773",VANI,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,1.23280633035,0.07334311230,CD3311ZS01AS19
"2774",BOLEBE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,1.10537336201,0.04724178399,CD3311ZS01AS02
"2775",IKILI,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,0.36963006859,0.00820819629,CD3311ZS01AS08
"2776",MPEE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Mushie,,ESP-UCLA,Mushie,,,,,,Tres haute,,,0.87579885032,0.03455209040,CD3311ZS01AS16
"2777",BISENGO,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Kwamouth,,ESP-UCLA,Kwamouth,,,,,,Tres haute,,,0.89047439622,0.02693926957,CD3307ZS01AS03
"2778",BOKALA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Kwamouth,,ESP-UCLA,Kwamouth,,,,,,Tres haute,,,2.11758606659,0.16772999665,CD3307ZS01AS04
"2779",NGAMBOMI,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Kwamouth,,ESP-UCLA,Kwamouth,,,,,,Tres haute,,,1.33559683054,0.07592632038,CD3307ZS01AS01
"2780",MUTSHUETO,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Kwamouth,,ESP-UCLA,Kwamouth,,,,,,Tres haute,,,1.32644454928,0.08226768213,CD3307ZS01AS21
"2781",MENKWO,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Kwamouth,,ESP-UCLA,Kwamouth,,,,,,Tres haute,,,0.97376611353,0.02720590799,CD3307ZS01AS18
"2782",BUKUSU,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Kwamouth,,ESP-UCLA,Kwamouth,,,,,,Tres haute,,,1.32906096486,0.06333157708,CD3307ZS01AS02
"2783",MASIAKWA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Kwamouth,,ESP-UCLA,Kwamouth,,,,,,Tres haute,,,0.91289996253,0.04345506002,CD3307ZS01AS17
"2784",MEKO,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Kwamouth,,ESP-UCLA,Kwamouth,,,,,,Tres haute,,,0.44861633441,0.01012911206,CD3307ZS01AS19
"2785",LIKANDA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Kwamouth,,ESP-UCLA,Kwamouth,,,,,,Tres haute,,,0.34411476300,0.00709176154,CD3307ZS01AS16
"2786",MPOLI,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Kwamouth,,ESP-UCLA,Kwamouth,,,,,,Tres haute,,,0.19939318557,0.00230363614,CD3307ZS01AS15
"2787",ITUBI,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Kwamouth,,ESP-UCLA,Kwamouth,,,,,,Tres haute,,,0.56827648022,0.01489525352,CD3307ZS01AS12
"2788",CAMP BANKU,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Kwamouth,,ESP-UCLA,Kwamouth,,,,,,Tres haute,,,1.67280800643,0.06741093632,CD3307ZS01AS07
"2789",ENDALA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.86044757419,0.04087087917,CD3308ZS01AS08
"2790",BONZONGO,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.16075607358,0.00152942924,CD3308ZS01AS04
"2791",MONTSUNDI,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.05284492780,0.00015710534,CD3308ZS01AS03
"2792",MOBUTU,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.11805521711,0.00066437584,CD3308ZS01AS16
"2793",BOYAMBOLO,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.30155283985,0.00477893985,CD3308ZS01AS06
"2794",MANKANZA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.32441871082,0.00570629247,CD3308ZS01AS12
"2795",NDWA BATENDE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.55664154559,0.01521635715,CD3308ZS01AS21
"2796",BOTANANKASA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.44023687639,0.01081127627,CD3308ZS01AS05
"2797",MOSENO,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.47323766584,0.01415156571,CD3308ZS01AS19
"2798",BODZO,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.36291284921,0.00636499617,CD3308ZS01AS02
"2799",MBOMO,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.69300948240,0.02707266148,CD3308ZS01AS15
"2800",TSHUMA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.43370323926,0.01075575073,CD3308ZS01AS24
"2801",MOMPULENGE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.20231396991,0.00253434652,CD3308ZS01AS18
"2802",TSHUMBIRI,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.31655602756,0.00551908010,CD3308ZS01AS25
"2803",NDWA BATEKE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.58599396792,0.01674525468,CD3308ZS01AS20
"2804",NKOO,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,1.07926339678,0.03373433639,CD3308ZS01AS22
"2805",ETEBE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.54343945860,0.01717928501,CD3308ZS01AS09
"2806",MBEE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.93880276595,0.03693488282,CD3308ZS01AS14
"2807",MANTUKA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.23807785742,0.00280026099,CD3308ZS01AS13
"2808",EMBU,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.58446102652,0.01629308793,CD3308ZS01AS07
"2809",BIANGALA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.97650030309,0.03838889149,CD3308ZS01AS01
"2810",OSAMOKOLO,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.70008954371,0.00850771642,CD3308ZS01AS23
"2811",LEDIBA,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.37734176182,0.00530516731,CD3308ZS01AS11
"2812",MOKELE,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.28859258118,0.00458890593,CD3308ZS01AS17
"2813",LEBO,ESP-UCLA,ESP-UCLA,Mai-Ndombe,Bolobo,,ESP-UCLA,Bolobo,,,,,,Tres haute,,,0.57806522477,0.01163213814,CD3308ZS01AS10
"2814",KIZEFO,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.40242466448,0.00793940362,CD3212ZS01AS12
"2815",MASAMUNA,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.58084925453,0.01534974043,CD3212ZS01AS16
"2816",KINZENGA,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.71723476386,0.01612868796,CD3212ZS01AS09
"2817",MAYOYO,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.51834234632,0.00889045021,CD3212ZS01AS17
"2818",KIALU MIKUNZI,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.78156415040,0.01564846284,CD3212ZS01AS06
"2819",KIWAWA,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.61865721496,0.01185494101,CD3212ZS01AS11
"2820",NZOMBI,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.60882474825,0.01362528153,CD3212ZS01AS19
"2821",KINDINGA,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.50289209661,0.01366591155,CD3212ZS01AS07
"2822",BIBAMBA,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.53265161608,0.01310329872,CD3212ZS01AS01
"2823",KIMBODILA,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.61184850687,0.01112308816,CD3212ZS01AS08
"2824",KITSAMANGA,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.63990064283,0.01592873980,CD3212ZS01AS10
"2825",YOSHI,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.71375857840,0.01685577724,CD3212ZS01AS20
"2826",MUDINGONGO,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.51689209176,0.01155179655,CD3212ZS01AS18
"2827",LUMBI,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.51366280622,0.01053606077,CD3212ZS01AS14
"2828",LUNGA,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.44118746486,0.01051053791,CD3212ZS01AS15
"2829",LUKULA,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.38369843907,0.00394563037,CD3212ZS01AS13
"2830",BIMBEMBO,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.27636803432,0.00330415112,CD3212ZS01AS03
"2831",KANGAMIESI,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.12657049363,0.00079525683,CD3212ZS01AS05
"2832",BIBODI,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.26320039453,0.00160476579,CD3212ZS01AS02
"2833",KIFUNGA,ESP-UCLA,ESP-UCLA,Kwilu,Masi-Manimba,,ESP-UCLA,Masi-Manimba,,,,,,Tres haute,,,0.71481448032,0.01745352968,CD3212ZS01AS04
"2834",MANGAI STE FAMILLE,ESP-UCLA,ESP-UCLA,Kwilu,Ipamu,,ESP-UCLA,Idiofa,,,,,,Tres haute,,,0.13587626155,0.00103875746,CD3206ZS02AS22
"2835",MANGAI KIMBANGUISTE,ESP-UCLA,ESP-UCLA,Kwilu,Ipamu,,ESP-UCLA,Idiofa,,,,,,Tres haute,,,0.27004957667,0.00307831185,CD3206ZS02AS20
"2836",NGULUNGU,ESP-UCLA,ESP-UCLA,Kwilu,Ipamu,,ESP-UCLA,Idiofa,,,,,,Tres haute,,,0.60049697234,0.01734059253,CD3206ZS02AS24
"2837",BANSION,ESP-UCLA,ESP-UCLA,Kwilu,Ipamu,,ESP-UCLA,Idiofa,,,,,,Tres haute,,,0.46418074166,0.01128061282,CD3206ZS02AS03
"2838",KINTSHWA,ESP-UCLA,ESP-UCLA,Kwilu,Ipamu,,ESP-UCLA,Idiofa,,,,,,Tres haute,,,0.26266814419,0.00421394863,CD3206ZS02AS14
"2839",KASANGUNDA,ESP-UCLA,ESP-UCLA,Kwilu,Ipamu,,ESP-UCLA,Idiofa,,,,,,Tres haute,,,0.49766282943,0.00816930547,CD3206ZS02AS12
"2840",MUKOKO,ESP-UCLA,ESP-UCLA,Kwilu,Ipamu,,ESP-UCLA,Idiofa,,,,,,Tres haute,,,0.66151855540,0.01564896442,CD3206ZS02AS23
"2841",LAKAS,ESP-UCLA,ESP-UCLA,Kwilu,Ipamu,,ESP-UCLA,Idiofa,,,,,,Tres haute,,,0.48914796520,0.01303022695,CD3206ZS02AS17
"2842",LABA IMPINI,ESP-UCLA,ESP-UCLA,Kwilu,Ipamu,,ESP-UCLA,Idiofa,,,,,,Tres haute,,,0.33095307307,0.00543496061,CD3206ZS02AS16
"2843",KOREAMA,ESP-UCLA,ESP-UCLA,Kwilu,Ipamu,,ESP-UCLA,Idiofa,,,,,,Tres haute,,,0.80040361642,0.02416963966,CD3206ZS02AS10
"2844",MANGAI II,ESP-UCLA,ESP-UCLA,Kwilu,Ipamu,,ESP-UCLA,Idiofa,,,,,,Tres haute,,,0.12014216461,0.00073054012,CD3206ZS02AS18
"2845",MANGAI ETAT,ESP-UCLA,ESP-UCLA,Kwilu,Ipamu,,ESP-UCLA,Idiofa,,,,,,Tres haute,,,0.19031425840,0.00195905217,CD3206ZS02AS19
"2846",MANGAI PAROISSE,ESP-UCLA,ESP-UCLA,Kwilu,Ipamu,,ESP-UCLA,Idiofa,,,,,,Tres haute,,,0.08986628045,0.00035110862,CD3206ZS02AS21
"2847",DIBAYA PAROISSE,ESP-UCLA,ESP-UCLA,Kwilu,Ipamu,,ESP-UCLA,Idiofa,,,,,,Tres haute,,,0.06790021087,0.00024285121,CD3206ZS02AS08
"2848",KIMVOLO,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Sud,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.13775362308,0.00090686707,CD3203ZS02AS16
"2849",INONGO,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Sud,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.02436144609,0.00002470127,CD3203ZS02AS10
"2850",WENZE,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Sud,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.02013896312,0.00002444083,CD3203ZS02AS22
"2851",ETAC,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Sud,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.03385388992,0.00005825678,CD3203ZS02AS06
"2852",MWANGA DIBAYA,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Sud,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.04031675901,0.00008517212,CD3203ZS02AS04
"2853",OTT,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Sud,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.04920310201,0.00007652628,CD3203ZS02AS18
"2854",KANZOMBI CFMC,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Sud,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.05358881928,0.00012472397,CD3203ZS02AS05
"2855",KANZOMBI ETAT,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Sud,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.05645410034,0.00011146776,CD3203ZS02AS12
"2856",KIBANGU,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Sud,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.09195562352,0.00040438347,CD3203ZS02AS14
"2857",SACRE COEUR,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Nord,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.31939760917,0.00493275057,CD3203ZS01AS16
"2858",MASAMBA I,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Nord,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.05159850272,0.00015171852,CD3203ZS01AS01
"2859",MARCHE III,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Nord,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.04734670254,0.00009314816,CD3203ZS01AS13
"2860",SABUKA,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Nord,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.05380589046,0.00013287887,CD3203ZS01AS21
"2861",CBCO,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Nord,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.03338262238,0.00004642306,CD3203ZS01AS05
"2862",LUNIA,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Nord,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.04993919979,0.00014338963,CD3203ZS01AS11
"2863",PLATEAU I,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Nord,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.03970227831,0.00007476137,CD3203ZS01AS20
"2864",MATERNITE PLATEAU,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Nord,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.06107754432,0.00016393362,CD3203ZS01AS06
"2865",LUKOLELA,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Nord,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.04236357834,0.00007236098,CD3203ZS01AS07
"2866",BONGISA,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Nord,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.03364614473,0.00006571264,CD3203ZS01AS02
"2867",SAINT FRANCOIS,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Nord,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.05239267066,0.00012885098,CD3203ZS01AS08
"2868",NZINDA II,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Nord,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.03783347547,0.00005764014,CD3203ZS01AS04
"2869",NZINDA I,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Nord,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.02813764016,0.00004575978,CD3203ZS01AS18
"2870",NZINDA III,ESP-UCLA,ESP-UCLA,Kwilu,Kikwit-Nord,,ESP-UCLA,Kikwit,,,,,,Tres haute,,,0.03681677267,0.00005062114,CD3203ZS01AS19
