OBJECTID,AS_,source,edite_par,Province,ZS,Annee,Source_geo,Territoire,ANTENNE,Groupement,Code_DSNIS,Code_DHIS2,Sce_Sem,Fiabilite,POP_2018,AS1,Shape_Leng,Shape_Area,PCODE
"0",Du 30 Juin,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Lubilanji,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002889052,CD8201ZS06AS11
"0",Ecoles,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Lubilanji,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002131561,CD8201ZS06AS08
"0",Glaceka,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Lubilanji,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00003623208,CD8201ZS06AS04
"0",Miba,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Lubilanji,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002703780,CD8201ZS06AS06
"0",Mutshuka,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Lubilanji,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00001459772,CD8201ZS06AS15
"0",Saint Sauveur,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Lubilanji,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002264204,CD8201ZS06AS10
"0",Sankayi,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Lubilanji,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00001750767,CD8201ZS06AS01
"0",St Francois,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Lubilanji,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002803899,CD8201ZS06AS02
"0",20 Metre,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00001856166,CD8201ZS07AS20
"0",Badiadia,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00017679621,CD8201ZS07AS06
"0",Bonte,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00003974484,CD8201ZS07AS14
"0",Daipn,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00015856740,CD8201ZS07AS04
"0",Dinanga,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00001230234,CD8201ZS07AS09
"0",Grand Seminaire,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00005261283,CD8201ZS07AS02
"0",Kabongo,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002736469,CD8201ZS07AS03
"0",Kajingu,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00008110756,CD8201ZS07AS13
"0",Kizito,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00006780514,CD8201ZS07AS15
"0",Lukelenge 1,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00008047182,CD8201ZS07AS19
"0",Lukelenge 2,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00042624876,CD8201ZS07AS12
"0",Mbinza,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00004351189,CD8201ZS07AS07
"0",Misesa,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002940876,CD8201ZS07AS18
"0",Nyekese,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00008569454,CD8201ZS07AS05
"0",Pont,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002369173,CD8201ZS07AS10
"0",Tshidiendela,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002803078,CD8201ZS07AS01
"0",Tshikama,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00005556423,CD8201ZS07AS11
"0",Université,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00003246580,CD8201ZS07AS17
"0",Wadia Waloba,,GRID3 M4H,Kasaï-Oriental,Lukelenge,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00005674449,CD8201ZS07AS08
"0",Bakua cijiba,,GRID3 M4H,Kasaï-Oriental,Miabi,"2022",,Miabi,,,,,,Tres haute,,,0.00000000000,0.00173704271,CD8205ZS02AS02
"0",Bena Cimungu,,GRID3 M4H,Kasaï-Oriental,Miabi,"2022",,Miabi,,,,,,Tres haute,,,0.00000000000,0.00344561931,CD8205ZS02AS03
"0",Bena Lubashi,,GRID3 M4H,Kasaï-Oriental,Miabi,"2022",,Miabi,,,,,,Tres haute,,,0.00000000000,0.00067010893,CD8205ZS02AS05
"0",Bena Mukendi,,GRID3 M4H,Kasaï-Oriental,Miabi,"2022",,Miabi,,,,,,Tres haute,,,0.00000000000,0.00000785642,CD8205ZS02AS11
"0",Boya 1,,GRID3 M4H,Kasaï-Oriental,Miabi,"2022",,Miabi,,,,,,Tres haute,,,0.00000000000,0.00065584668,CD8205ZS02AS06
"0",Boya 2,,GRID3 M4H,Kasaï-Oriental,Miabi,"2022",,Miabi,,,,,,Tres haute,,,0.00000000000,0.00205115297,CD8205ZS02AS07
"0",Boya 3,,GRID3 M4H,Kasaï-Oriental,Miabi,"2022",,Miabi,,,,,,Tres haute,,,0.00000000000,0.00040493578,CD8205ZS02AS01
"0",Central 2,,GRID3 M4H,Kasaï-Oriental,Miabi,"2022",,Miabi,,,,,,Tres haute,,,0.00000000000,0.00023803808,CD8205ZS02AS08
"0",Dibungi,,GRID3 M4H,Kasaï-Oriental,Miabi,"2022",,Miabi,,,,,,Tres haute,,,0.00000000000,0.00100222739,CD8205ZS02AS09
"0",Katende,,GRID3 M4H,Kasaï-Oriental,Miabi,"2022",,Miabi,,,,,,Tres haute,,,0.00000000000,0.00896661385,CD8205ZS02AS04
"0",Lukunza,,GRID3 M4H,Kasaï-Oriental,Miabi,"2022",,Miabi,,,,,,Tres haute,,,0.00000000000,0.00265996602,CD8205ZS02AS10
"0",Miketa,,GRID3 M4H,Kasaï-Oriental,Miabi,"2022",,Miabi,,,,,,Tres haute,,,0.00000000000,0.01967349447,CD8205ZS02AS13
"0",Tshinyama,,GRID3 M4H,Kasaï-Oriental,Miabi,"2022",,Miabi,,,,,,Tres haute,,,0.00000000000,0.00396999443,CD8205ZS02AS12
"0",Tshitolo,,GRID3 M4H,Kasaï-Oriental,Miabi,"2022",,Miabi,,,,,,Tres haute,,,0.00000000000,0.00192826912,CD8205ZS02AS14
"0",Anuarite,,GRID3 M4H,Kasaï-Oriental,Mpokolo,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00012213517,CD8201ZS08AS02
"0",Cibombo,,GRID3 M4H,Kasaï-Oriental,Mpokolo,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00015207381,CD8201ZS08AS01
"0",Disanka,,GRID3 M4H,Kasaï-Oriental,Mpokolo,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00003177213,CD8201ZS08AS14
"0",Ditalala,,GRID3 M4H,Kasaï-Oriental,Mpokolo,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00018972496,CD8201ZS08AS09
"0",Don Bosco,,GRID3 M4H,Kasaï-Oriental,Mpokolo,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00008507974,CD8201ZS08AS03
"0",Du 30 Juin,,GRID3 M4H,Kasaï-Oriental,Mpokolo,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002965690,CD8201ZS08AS11
"0",Kamisangi,,GRID3 M4H,Kasaï-Oriental,Mpokolo,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002627293,CD8201ZS08AS04
"0",Katende,,GRID3 M4H,Kasaï-Oriental,Mpokolo,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00016032923,CD8201ZS08AS06
"0",Muadi,,GRID3 M4H,Kasaï-Oriental,Mpokolo,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00068194469,CD8201ZS08AS07
"0",Mulenda,,GRID3 M4H,Kasaï-Oriental,Mpokolo,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00089732734,CD8201ZS08AS12
"0",Mulomba,,GRID3 M4H,Kasaï-Oriental,Mpokolo,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002450505,CD8201ZS08AS15
"0",Nsenda,,GRID3 M4H,Kasaï-Oriental,Mpokolo,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00005077664,CD8201ZS08AS13
"0",Ntoka,,GRID3 M4H,Kasaï-Oriental,Mpokolo,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00066238053,CD8201ZS08AS08
"0",St Marcel,,GRID3 M4H,Kasaï-Oriental,Mpokolo,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002678221,CD8201ZS08AS05
"0",Tshimpe,,GRID3 M4H,Kasaï-Oriental,Mpokolo,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00010361701,CD8201ZS08AS10
"0",Bakua Bisampu,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Mukumbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00617465768,CD8208ZS01AS01
"0",Bakua Mbuyi,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Mukumbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.01269513229,CD8208ZS01AS03
"0",Bakua Mulumba,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Mukumbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00060955842,CD8208ZS01AS02
"0",Kalamba,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Mukumbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00342315699,CD8208ZS01AS08
"0",Kamaleka,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Mukumbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00365300970,CD8208ZS01AS09
"0",Kamanyenga,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Mukumbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00188409303,CD8208ZS01AS10
"0",Kambanga,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Mukumbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00935534208,CD8208ZS01AS06
"0",Kankelenge,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Mukumbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.01348878421,CD8208ZS01AS07
"0",Kapiandolo,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Mukumbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00327440503,CD8208ZS01AS11
"0",Katekelayi,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Mukumbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00192952661,CD8208ZS01AS12
"0",Lubanga,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Mukumbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00043130085,CD8208ZS01AS05
"0",Mibale,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Mukumbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00582353006,CD8208ZS01AS14
"0",Mines 45,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Mukumbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00476360522,CD8208ZS01AS13
"0",Tchovo 3,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Mukumbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00723111499,CD8208ZS01AS04
"0",Tshikama 1,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Mukumbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00349478330,CD8208ZS01AS15
"0",Tshilunde,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Mukumbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00692513910,CD8208ZS01AS16
"0",Binina 1,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00003931113,CD8201ZS09AS16
"0",Binina 2,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00003607645,CD8201ZS09AS15
"0",Centrale,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00003361728,CD8201ZS09AS13
"0",Cibengabu 1,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00001308232,CD8201ZS09AS10
"0",Cibengabu 2,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002430500,CD8201ZS09AS17
"0",Dileji,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002728602,CD8201ZS09AS02
"0",Fr Josephite,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00004089939,CD8201ZS09AS06
"0",Kalelu,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00005337265,CD8201ZS09AS09
"0",Kankolongo,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00004258874,CD8201ZS09AS04
"0",Kasabula,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00005461452,CD8201ZS09AS01
"0",Lac Munkamba,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002018182,CD8201ZS09AS08
"0",Lubi,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002568203,CD8201ZS09AS14
"0",Mpanda Njila,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00006096692,CD8201ZS09AS12
"0",Mulekela 2,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00000994602,
"0",Mulekela,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002817679,CD8201ZS09AS18
"0",Muya,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00004173757,CD8201ZS09AS05
"0",Ngalula,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00003089735,CD8201ZS09AS07
"0",Nkumbi Kumbi,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00003828799,CD8201ZS09AS03
"0",Siona 2,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002662457,
"0",Siona,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00007879916,CD8201ZS09AS11
"0",Tatu Mutombo,GRID3 M4H,GRID3 M4H,Kasaï-Oriental,Muya,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00002606920,CD8201ZS09AS19
"0",Aeroport,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00017355734,CD8201ZS10AS01
"0",Dinanga,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00019343609,CD8201ZS10AS18
"0",Du Marché,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00006095943,CD8201ZS10AS14
"0",Jerome,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00006953997,CD8201ZS10AS08
"0",Kadima Diba,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00005523169,CD8201ZS10AS15
"0",Luaba,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00005291698,CD8201ZS10AS02
"0",Lutulu,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00037222544,CD8201ZS10AS07
"0",Mayiba,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00012011132,CD8201ZS10AS12
"0",Mbikayi,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00004444113,CD8201ZS10AS05
"0",Misericorde,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00045213644,CD8201ZS10AS13
"0",Mukankala,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00077940318,CD8201ZS10AS17
"0",Mutombo Katshi,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00006675857,CD8201ZS10AS11
"0",PMKO,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00024293967,CD8201ZS10AS06
"0",Tarmac 1,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00005130264,CD8201ZS10AS09
"0",Tarmac 2,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00006010998,CD8201ZS10AS04
"0",Tatu Muya,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00003557188,CD8201ZS10AS10
"0",Tudikolela,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00008850182,CD8201ZS10AS03
"0",Zimbabwe,,GRID3 M4H,Kasaï-Oriental,Nzaba,"2022",,Mbuji-Mayi,,,,,,Tres haute,,,0.00000000000,0.00016078765,CD8201ZS10AS16
"0",Bena Bilonda,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00199784575,CD8202ZS02AS21
"0",Bena Kabongo,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00218093951,CD8202ZS02AS02
"0",Bena Kalombo,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00236730889,CD8202ZS02AS03
"0",Bena Mulumba,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00239712612,CD8202ZS02AS05
"0",Ciasasa,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00038238185,CD8202ZS02AS07
"0",Cibumba,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00152639461,CD8202ZS02AS08
"0",Cienda,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00392834478,CD8202ZS02AS04
"0",Cifumba,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00050314864,CD8202ZS02AS09
"0",Cilenge,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00503153859,CD8202ZS02AS10
"0",Cimpuma,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00350198568,CD8202ZS02AS11
"0",Cisenda,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00336686598,CD8202ZS02AS06
"0",Kabimba,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00535289064,CD8202ZS02AS01
"0",Kalonji Kinya,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00185315310,CD8202ZS02AS13
"0",Kampaci,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00181325266,CD8202ZS02AS14
"0",Kasensa,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00029276186,CD8202ZS02AS15
"0",Luaba Buzangu,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00269187242,CD8202ZS02AS16
"0",Luamuela 1,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00028146693,CD8202ZS02AS12
"0",Luamuela 2,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00140069108,CD8202ZS02AS17
"0",Mukumba,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00003788381,CD8202ZS02AS18
"0",Nkuadi,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00142627538,CD8202ZS02AS19
"0",Nkusu,,GRID3 M4H,Kasaï-Oriental,Tshilenge,"2022",,Tshilenge,,,,,,Tres haute,,,0.00000000000,0.00245497539,CD8202ZS02AS20
"0",Bakua Hoyi,,GRID3 M4H,Kasaï-Oriental,Tshishimbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00097642549,CD8208ZS02AS01
"0",Bakua Tshimuna,,GRID3 M4H,Kasaï-Oriental,Tshishimbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00189790830,CD8208ZS02AS09
"0",Bena Mbala,,GRID3 M4H,Kasaï-Oriental,Tshishimbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00831795401,CD8208ZS02AS02
"0",Bon Berger,,GRID3 M4H,Kasaï-Oriental,Tshishimbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00132348755,CD8208ZS02AS04
"0",Cnm,,GRID3 M4H,Kasaï-Oriental,Tshishimbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00034603126,CD8208ZS02AS11
"0",Ditalala,,GRID3 M4H,Kasaï-Oriental,Tshishimbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00693928070,CD8208ZS02AS07
"0",Kamisangi,,GRID3 M4H,Kasaï-Oriental,Tshishimbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00171427288,CD8208ZS02AS05
"0",Mpumbua,,GRID3 M4H,Kasaï-Oriental,Tshishimbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00194674569,CD8208ZS02AS12
"0",Mudiba,,GRID3 M4H,Kasaï-Oriental,Tshishimbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00092874352,CD8208ZS02AS08
"0",Mukeba,,GRID3 M4H,Kasaï-Oriental,Tshishimbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00267766819,CD8208ZS02AS03
"0",Nzevu Tshilanda,,GRID3 M4H,Kasaï-Oriental,Tshishimbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00323563308,CD8208ZS02AS06
"0",Tshiaba,,GRID3 M4H,Kasaï-Oriental,Tshishimbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00371541527,CD8208ZS02AS13
"0",Tshianga,,GRID3 M4H,Kasaï-Oriental,Tshishimbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00341581679,CD8208ZS02AS15
"0",Tshibombo,,GRID3 M4H,Kasaï-Oriental,Tshishimbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00745483933,CD8208ZS02AS14
"0",Tshishimbi,,GRID3 M4H,Kasaï-Oriental,Tshishimbi,"2022",,Lupatapata,,,,,,Tres haute,,,0.00000000000,0.00117261262,CD8208ZS02AS16
"0",Babindi,,GRID3 M4H,Lomami,Kabinda,"2022",,Kabinda,Kabinda,,,luZyJjidtDk,,Tres haute,,,0.00000000000,0.04231340809,CD8102ZS01AS05
"0",Zewe,,GRID3 M4H,Lomami,Kabinda,"2022",,Kabinda,Kabinda,,,ElW5kQOV7zi,,Tres haute,,,0.00000000000,0.00968606492,CD8102ZS01AS04
