PROVINCE,TERRITOIRE,SCE_GEO,Nom,Pcode,cle,Sce_Sem,Modif,Code_DHIS2,Fiabilite,Code_SNIS,Anc_provin
Equateur,Makanza,OMS,Makanza,CD4105ZS01,MakanzaEquateur,DSNIS,,nXXpnAQ8M3v,,,Equateur
Sud-Ubangi,Kungu,OMS,Kungu,CD4204ZS03,KunguSud-Ubangi,DSNIS,,C6xrZPQNxHd,,,Equateur
Sud-Ubangi,Kungu,OMS,Bokonzi,CD4204ZS01,BokonziSud-Ubangi,DSNIS,,izt3XGlBrmK,,,Equateur
Equateur,Bomongo,OMS,Bomongo,CD4104ZS01,BomongoEquateur,DSNIS,,dseqqnd0Nuw,,,Equateur
Tshuapa,Bokungu,DSNIS,Yalifafo,CD4506ZS03,YalifafoTshuapa,DSNIS,2020-12-11,pVmIEdIFeUJ,Basse,,Equateur
Tshuapa,Bokungu,DSNIS,Bosanga,CD4506ZS02,BosangaTshuapa,DSNIS,2020-12-11,PpY62UBIBEf,Basse,,Equateur
Tshuapa,Boende,DSNIS,Wema,CD4502ZS02,WemaTshuapa,DSNIS,2020-12-11,qa0zXM6tGPJ,Basse,,Equateur
MAI NDOMBE,Kiri,ESP-UCLA,Penjwa,CD3303ZS02,PenjwaMaï-Ndombe,DSNIS,2018-04-24,NyvJf4zd0Sj,Tres haute,,Bandundu
Equateur,Ingende,OMS,Lotumbe,CD4109ZS02,LotumbeEquateur,DSNIS,,CeO42blQ92C,,,Equateur
Tshuapa,Boende,DSNIS,Boende,CD4502ZS01,BoendeTshuapa,DSNIS,2020-12-11,Uyz1XxXNBKB,Basse,,Equateur
Sankuru,Lomela,OMS,Tshudi Loto,CD8307ZS02,Tshudi LotoSankuru,DSNIS,,hdi8WfQrxeD,,,Kasai-Oriental
Sankuru,Kole,OMS,Kole,CD8306ZS02,KoleSankuru,DSNIS,,aUOLee25Tko,,,Kasai-Oriental
Sankuru,Kole,OMS,Bena Dibele,CD8306ZS01,Bena DibeleSankuru,DSNIS,,Qx49Xk4whc5,,,Kasai-Oriental
MAI NDOMBE,Oshwe,ESP-UCLA,Oshwe,CD3304ZS03,OshweMaï-Ndombe,DSNIS,2018-04-24,ZOLJkw5FviP,Tres haute,,Bandundu
Tshuapa,Monkoto,DSNIS,Monkoto,CD4507ZS01,MonkotoTshuapa,DSNIS,2020-12-11,VnNdiJcF3rF,Basse,,Equateur
MAI NDOMBE,Kiri,ESP-UCLA,Kiri,CD3303ZS01,KiriMaï-Ndombe,DSNIS,2018-04-24,dQ9r634pZZF,Tres haute,,Bandundu
MAI NDOMBE,Oshwe,ESP-UCLA,Bosobe,CD3304ZS01,BosobeMaï-Ndombe,DSNIS,2018-04-24,DlpIIdkVKyg,Tres haute,,Bandundu
Kwilu,Idiofa,ESP-UCLA,Mokala,CD3206ZS05,MokalaKwilu,DSNIS,2018-04-24,tPnKr9Z2phW,Tres haute,,Bandundu
MAI NDOMBE,Kutu,ESP-UCLA,Bokoro,CD3306ZS01,BokoroMaï-Ndombe,DSNIS,2018-04-24,GcP2B8nmUVo,Tres haute,,Bandundu
MAI NDOMBE,Oshwe,ESP-UCLA,Mimia,CD3304ZS02,MimiaMaï-Ndombe,DSNIS,2018-04-24,IIMpZbLeAvx,Tres haute,,Bandundu
Sud-Kivu,Fizi,OMS,Kimbi Lulenge,CD6210ZS02,Kimbi LulengeSud-Kivu,DSNIS,,lF2aCHDydzn,,,Sud-Kivu
Kongo-Central,Madimba,OMS,Kisantu,CD2017ZS01,KisantuKongo-Central,DSNIS,,pZobW0wXW6e,,,Bas-Congo
Kongo-Central,Kasangulu,OMS,Sona-Bata,CD2015ZS02,Sona-BataKongo-Central,DSNIS,,RJDVdKIftDZ,,,Bas-Congo
Kongo-Central,Madimba,OMS,Ngidinga,CD2017ZS02,NgidingaKongo-Central,DSNIS,,fuiphWnOGii,,,Bas-Congo
Kongo-Central,Luozi,OMS,Mangembo,CD2010ZS03,MangemboKongo-Central,DSNIS,,muQLQumKnyM,,,Bas-Congo
Kongo-Central,Mbanza-Ngungu,OMS,Kwilu-Ngongo,CD2013ZS04,Kwilu-NgongoKongo-Central,DSNIS,,DZV9ipxIsg1,,,Bas-Congo
Kongo-Central,Mbanza-Ngungu,OMS,Mbanza-Ngungu,CD2013ZS05,Mbanza-NgunguKongo-Central,DSNIS,,PDfWsEoWLcy,,,Bas-Congo
Kongo-Central,Mbanza-Ngungu,OMS,Boko-Kivulu,CD2013ZS01,Boko-KivuluKongo-Central,DSNIS,,VGFWIr5Rx1D,,,Bas-Congo
Kongo-Central,Mbanza-Ngungu,OMS,Gombe-Matadi,CD2013ZS02,Gombe-MatadiKongo-Central,DSNIS,,MjmIRJaAC1H,,,Bas-Congo
Kongo-Central,Mbanza-Ngungu,OMS,Kimpangu,CD2013ZS03,KimpanguKongo-Central,DSNIS,,bBTWb8cD9Z3,,,Bas-Congo
Kongo-Central,Songololo,OMS,Kimpese,CD2011ZS01,KimpeseKongo-Central,DSNIS,,XXKTLp8q7wJ,,,
Kongo-Central,Luozi,OMS,Kibunzi,CD2010ZS01,KibunziKongo-Central,DSNIS,,zuuFyMjjK7i,,,Bas-Congo
Kongo-Central,Matadi,OMS,Matadi,CD2001ZS01,MatadiKongo-Central,DSNIS,,pFhuqRaXTSO,,,Bas-Congo
Kongo-Central,Matadi,Div_snis,Nzanza,CD2001ZS02,NzanzaKongo-Central,DSNIS,,JBCsFIBR2IO,,,Bas-Congo
Kongo-Central,Luozi,OMS,Luozi,CD2010ZS02,LuoziKongo-Central,DSNIS,,DaXi5vRLqh3,,,Bas-Congo
Kongo-Central,Songololo,OMS,Nsona-Pangu,CD2011ZS02,Nsona-PanguKongo-Central,DSNIS,,n0NjjahdTLk,,,
Kongo-Central,Seke-Banza,OMS,Seke-Banza,CD2009ZS02,Seke-BanzaKongo-Central,DSNIS,,fWrUdkX9JEv,,,Bas-Congo
Kongo-Central,Tshela,OMS,Kinkonzi,CD2007ZS01,KinkonziKongo-Central,DSNIS,,F1WHo6oyNag,,,Bas-Congo
Kongo-Central,Seke-Banza,OMS,Inga,CD2009ZS01,IngaKongo-Central,DSNIS,,DD5m0lzETfF,,,Bas-Congo
Lualaba,Sandoa,OMS,Sandoa,CD7206ZS02,SandoaLualaba,DSNIS,,yIYFKwCgYVZ,,,Katanga
Lualaba,Mutshatsha,OMS,Mutshatsha,CD7202ZS03,MutshatshaLualaba,DSNIS,,S0Ne5rWQhxw,,,Katanga
Lualaba,Lubudi,OMS,Kanzenze,CD7203ZS03,KanzenzeLualaba,DSNIS,,yAdgorGUtcE,,,Katanga
Lualaba,Dilolo,OMS,Kasaji,CD7205ZS02,KasajiLualaba,DSNIS,,kiFDojGFG3x,,,Katanga
Lualaba,Sandoa,OMS,Kafakumba,CD7206ZS01,KafakumbaLualaba,DSNIS,,I42uxuyvTXt,,,Katanga
Sud-Kivu,Fizi,MSF,Fizi,CD6210ZS01,FiziSud-Kivu,DSNIS,"2018",roraCGWMUQ0,Haute,,
Nord-Kivu,Rutshuru,,Bambo,CD6111ZS01,BamboNord-Kivu,DSNIS,2018-12-29,reOlSi4YUvZ,Basse,,
Nord-Kivu,Lubero,,Biena,CD6105ZS02,BienaNord-Kivu,DSNIS,2018-12-29,TtaXlLIpy8b,Basse,,
Nord-Kivu,Rutshuru,,Birambizo,CD6111ZS03,BirambizoNord-Kivu,DSNIS,2018-12-29,CFKkX16A1rM,Basse,,
Nord-Kivu,Oïcha,OCHA,Kamango,CD6107ZS02,KamangoNord-Kivu,DSNIS,2018-12-29,vFJcnSDGQS0,Basse,,
Nord-Kivu,Oicha,OMS,Kyondo,CD6107ZS03,KyondoNord-Kivu,DSNIS,2018-12-29,amGiV9h9C2I,Moyenne,,
Nord-Kivu,Lubero,MSF & OCHA,Musienene,CD6105ZS07,MusieneneNord-Kivu,DSNIS,2018-12-29,VooLsNf0dDB,Moyenne,,
Nord-Kivu,Lubero,OMS DSNIS,Masereka,CD6105ZS06,MaserekaNord-Kivu,DSNIS,2018-12-29,kQCMPbHKQ93,Moyenne,,
Nord-Kivu,Lubero,OMS DSNIS,Lubero,CD6105ZS04,LuberoNord-Kivu,DSNIS,2018-12-29,oTtGHeQSotN,Haute,,
Nord-Kivu,Walikale,MSF & OCHA,Pinga,CD6104ZS03,PingaNord-Kivu,DSNIS,2018-12-29,Qnxdx1xJkXt,Basse,,
Nord-Kivu,Lubero,MSF & OCHA,Kayna,CD6105ZS03,KaynaNord-Kivu,DSNIS,2018-12-29,ZLgC2OOesbS,Basse,,
Nord-Kivu,Lubero,MSF & OCHA,Alimbongo,CD6105ZS01,AlimbongoNord-Kivu,DSNIS,2018-12-29,GLky3WLKZTi,Basse,,
Nord-Kivu,Rutshuru,MSF & OCHA,Kibirizi,CD6111ZS04,KibiriziNord-Kivu,DSNIS,2018-12-29,OKMskHnAdPh,Basse,,
Nord-Kivu,Rutshuru,MSF & OCHA,Binza,CD6111ZS02,BinzaNord-Kivu,DSNIS,2018-12-29,qa1TBnjJilP,Basse,,
Nord-Kivu,Masisi,OMS DSNIS,Mweso,CD6103ZS04,MwesoNord-Kivu,DSNIS,2018-12-29,OZYtwRFkc5Z,Basse,,
Nord-Kivu,Rutshuru,MSF & OCHA,Rwanguba,CD6111ZS06,RwangubaNord-Kivu,DSNIS,2018-12-29,iQA2NO6cMnJ,Basse,,
Nord-Kivu,Rutshuru,MSF & OCHA,Rutshuru,CD6111ZS05,RutshuruNord-Kivu,DSNIS,2018-12-29,nXYw6kLqc0y,Basse,,
Nord-Kivu,Nyirangongo,MSF & OCHA,Nyirangongo,CD6102ZS01,NyirangongoNord-Kivu,DSNIS,2018-12-29,WLVe6Xt7Xum,Basse,,
Nord-Kivu,Goma,MSF & OCHA,Karisimbi,CD6101ZS02,KarisimbiNork-Kivu,DSNIS,2018-12-29,RSaqeeEezZl,Moyenne,,
Nord-Kivu,Goma,MSF & OCHA,Goma,CD6101ZS01,GomaNord-Kivu,DSNIS,2018-12-29,t8tjGKVhkl3,Haute,,
Nord-Kivu,Masisi,MSF & OCHA,Kirotshe,CD6103ZS02,KirotsheNord-Kivu,DSNIS,2018-12-29,xS36Jly2x2T,Basse,,
Nord-Kivu,Masisi,MSF & OCHA,Katoyi,CD6103ZS01,KatoyiNord-Kivu,DSNIS,2018-12-29,Hxf5Q4K6Ad,Basse,,
Nord-Kivu,Masisi,MSF & OCHA,Masisi,CD6103ZS03,MasisiNord-Kivu,DSNIS,2018-12-29,D6IRek5MhIt,Basse,,
Nord-Kivu,Walikale,OCHA,Itebero,CD6104ZS01,IteberoNord-Kivu,DSNIS,2018-12-29,bzo7dCPSXS2,,,
Equateur,Basankusu,MSF,Basankusu,CD4107ZS01,BasankusuEquateur,DSNIS,2019-12-30,rxk1YvYKi7j,Basse,,
Kwango,Kahemba,ACF,Kahemba,CD3105ZS01,KahembaKwango,DSNIS,2019-12-30,JkaDYyGpdPX,Tres haute,,
Tanganyika,Kiambi,CIESIN/GRID3,Kiambi,CD7406ZS02,KiambiTanganyika,DSNIS,2019-12-10,DhKljsD2lWQ,Tres haute,,
Tanganyika,Moba,CIESIN/GRID3,Moba,CD7404ZS02,MobaTanganyika,DSNIS,2019-12-10,J7wvqfrgQwh,Tres haute,,
Tanganyika,Moba,CIESIN/GRID3,Kansimba,CD7404ZS01,KansimbaTanganyika,DSNIS,2019-12-10,R4mOOfzymdd,Tres haute,,
Tanganyika,Manono,ESP-UCLA,Manono,CD7406ZS03,ManonoTanganyika,DSNIS,2019-12-10,qdVGrVRQCm9,Tres haute,,
Tanganyika,Ankoro,CIESIN/GRID3,Ankoro,CD7406ZS01,AnkoroTanganyika,DSNIS,2019-12-10,AKRGpnoCXJx,Tres haute,,
Tanganyika,Kabalo,CIESIN/GRID3,Kabalo,CD7407ZS01,KabaloTanganyika,DSNIS,2019-12-10,i7D2F5LkDkG,Tres haute,,
Tanganyika,Kongolo,CIESIN/GRID3,Mbulula,CD7409ZS02,KongoloTanganyika,DSNIS,2019-12-10,x9qGPjZ9VHH,Tres haute,,
Tanganyika,Kongolo,CIESIN/GRID3,Kongolo,CD7409ZS01,KongoloTanganyika,DSNIS,2019-12-10,hWY6knCjNW7,Tres haute,,
Tanganyika,Nyunzu,CIESIN/GRID3,Nyunzu,CD7410ZS01,NyunzuTanganyika,DSNIS,2019-12-10,kJnbINGeVDQ,Tres haute,,
Tanganyika,Kalemie,CIESIN/GRID3,Nyemba,CD7402ZS02,NyembaTanganyika,DSNIS,2019-12-10,QR6aqCF2lRc,Tres haute,,
Tanganyika,Kalemie,CIESIN/GRID3,Kalemie,CD7402ZS01,KalemieTanganyika,DSNIS,2019-12-10,NngVL8arEx2,Tres haute,,
Nord-Kivu,Oicha,MSF & OCHA,Oicha,CD6107ZS06,OichaNord-Kivu,DSNIS,2018-12-29,zOOAshOz4Cz,Basse,,
Nord-Kivu,Oicha,OMS-DSNIS,Mutwanga,CD6107ZS05,MutwangaNord-Kivu,DSNIS,2019-10-15,TnjfqDbxtwP,Basse,,
Equateur,Bolomba,MSF,Bolomba,CD4108ZS01,BolombaEquateur,DSNIS,2020-07-09,lW6uPgrLYfi,Tres haute,,
Sankuru,Lusambo,MSF,Ototo,CD8302ZS02,OtotoSankuru,DSNIS,2020-07-03,Rw3GsgKRHj5,Basse,,
Sankuru,Lubefu,MSF,Tshumbe,CD8309ZS03,TshumbeSankuru,DSNIS,2020-07-03,fjTwDPXTHPR,Basse,,
Sankuru,Lubefu,MSF,Dikungu,CD8309ZS01,LubefuSankuru,DSNIS,2020-07-03,TJpOhLF2cXo,Basse,,
Sankuru,Katako Kombe,MSF,Djalo Djeka,CD8308ZS01,Djalo DjekaSankuru,DSNIS,2020-07-03,lDx3qiOSC3F,Basse,,
Nord-Ubangi,Bosobolo,MSF,Bosobolo,CD4306ZS02,BosoboloNord-Ubangi,DSNIS,"2021",HT0MyE7KoXx,Tres haute,,
Sud-Ubangi,Gemena,,Bogosenubia,CD4202ZS01,BogosenubiaSud-Ubangi,DSNIS,"2021",k31uAjnzhTj,Tres haute,,
Nord-Ubangi,Businga,MSF,Loko,CD4305ZS03,LokoNord-Ubangi,DSNIS,"2021",ARnHjae4l5S,Tres haute,,
Nord-Ubangi,Businga,MSF,Businga,CD4305ZS01,BusingaNord-Ubangi,DSNIS,"2021",R9J0n0C1U0s,Haute,,
Mongala,Lisala,MSF,Boso Manzi,CD4402ZS02,Boso ManziMongala,DSNIS,"2021",w70GpRgNj01,Haute,,
Mongala,Bumba,MSF,Yambuku,CD4404ZS04,YambukuMongala,DSNIS,"2021",J1sz6yfmelr,Haute,,
Bas-Uele,Aketi,MSF,Aketi,CD5204ZS01,AketiBas-Uele,DSNIS,"2021",LOm8B3vy1qR,Haute,,
Bas-Uele,Aketi,MSF,Likati,CD5204ZS02,LikatiBas-Uele,DSNIS,"2021",wqWNVs3uxpv,Haute,,
Bas-Uele,Bondo,MSF,Bondo,CD5206ZS02,BondoBas-Uele,DSNIS,"2021",ebKZ38Ejpb5,Haute,,
Tshopo,Basoko,MSF,Yalimbongo,CD5109ZS03,YalimbongoTshopo,DSNIS,"2021",CPZTm1VIXB9,Haute,,
Tshopo,Basoko,MSF,Basoko,CD5109ZS02,BasokoTshopo,DSNIS,"2021",SxrrguFFktT,Haute,,
Mongala,Bumba,OMS,Lolo,CD4404ZS02,LoloMongala,DSNIS,,Kc3iE3HU6mA,,,Equateur
Tshopo,Yahuma,MSF,Yahuma,CD5107ZS01,YahumaTshopo,DSNIS,"2021",quf7vedArhs,Haute,,
Tshuapa,Tshuapa,DSNIS,Djolu,CD4504ZS01,DjoluTshuapa,DSNIS,2020-12-11,J7p1ASHGpX4,Basse,,Equateur
Tshopo,Opala,MSF,Opala,CD5103ZS01,OpalaTshopo,DSNIS,"2021",G2crAXygKeF,Haute,,
Tshopo,Opala,MSF,Yaleko,CD5103ZS02,YalekoTshopo,DSNIS,"2021",S8Vd8dUvIqT,Haute,,
Tshopo,Ubundu,MSF,Ubundu,CD5102ZS02,UbunduTshopo,DSNIS,"2021",ThkZT6koPKj,Moyenne,,
Tshopo,Kisangani,MSF,Lubunga,CD5101ZS02,LubungaTshopo,DSNIS,"2021",I9d1F9TGn33,Haute,,
Tshopo,Isangi,MSF,Yahisuli,CD5105ZS03,YahisuliTshopo,DSNIS,"2021",HHv5opVWeoY,Basse,,
Tshopo,Isangi,MSF,Yabaondo,CD5105ZS02,YabaondoTshopo,DSNIS,"2021",D4KWg03yZrX,Haute,,
Tshopo,Isangi,MSF,Yakusu,CD5105ZS04,YakusuTshopo,DSNIS,"2021",IQjyCunMvUt,Moyenne,,
Tshopo,Isangi,MSF,Isangi,CD5105ZS01,IsangiTshopo,DSNIS,"2021",dtBcztLoZpn,Moyenne,,
Tshopo,Kisangani,MSF,Makiso-Kisangani,CD5101ZS03,Makiso-KisanganiTshopo,DSNIS,"2021",ZHIrX4z487c,Moyenne,,
Tshopo,Ubundu,OMS,Lowa,CD5102ZS01,LowaTshopo,DSNIS,"2021",cbLNDeAYrGo,Moyenne,,
Tshopo,Bafwasende,MSF,Opienge,CD5111ZS03,OpiengeTshopo,DSNIS,"2021",G1OIhUfxLw5,Moyenne,,
Tshopo,Kisangani,MSF,Kabondo,CD5101ZS01,KabondoTshopo,DSNIS,"2021",Al5GBxzCgMe,Haute,,
Tshopo,Kisangani,Div_SNIS,Mangobo,CD5101ZS04,MangoboTshopo,DSNIS,"2021",wOWB7WbNuSN,,,
Tshopo,Bafwasende,MSF,Bafwagbogbo,CD5111ZS01,Bafwagbogbo,DSNIS,"2021",jaNYqjAceGA,Haute,,
Tshopo,Banalia,MSF,Banalia,CD5110ZS01,BanaliaTshopo,DSNIS,"2021",WxBLTUjeyfB,Haute,,
Tshopo,Banalia,MSF,Bengamisa,CD5110ZS02,BengamisaTshopo,DSNIS,"2021",dxiEfVDsieA,Haute,,
Tshopo,Kisangani,MSF,Tshopo,CD5101ZS05,TshopoTshopo,DSNIS,"2021",IMkgSD6FVjc,Haute,,
Tshopo,Basoko,MSF,Basali,CD5109ZS01,BasaliTshopo,DSNIS,"2021",yS5rrhCjubi,Haute,,
Tshopo,Bafwasende,MSF,Bafwasende,CD5111ZS02,BafwasendeTshopo,DSNIS,"2021",pLBZiohnxFC,Haute,,
Haut-Uele,Wamba,MSF,Wamba,CD5311ZS03,WambaHaut-Uele,DSNIS,"2021",ET5R8zSN3gm,Moyenne,,
Ituri,Mambasa,MSF,Nia Nia,CD5403ZS04,Nia NiaIturi,DSNIS,"2021",tWlaqwSUheI,Haute,,
Haut-Uele,Wamba,MSF,Boma-Mangbetu,CD5311ZS01,Boma-MangbetuHaut-Uele,DSNIS,"2021",qwBasnNFRFW,Haute,,
Haut-Uele,Wamba,MSF,Pawa,CD5311ZS02,PawaHaut-Uele,DSNIS,"2021",ZxQY9szHMx5,Haute,,
Haut-Uele,Rungu,MSF,Isiro,CD5302ZS01,IsiroHaut-Uele,DSNIS,"2021",lW6NlTXqGcv,Moyenne,,
Bas-Uele,Poko,MSF,Viadana,CD5208ZS02,ViadanaBas-Uele,DSNIS,"2021",joxrJQ6anPt,Haute,,
Haut-Uele,Rungu,MSF,Rungu,CD5302ZS02,RunguHaut-Uele,DSNIS,"2021",EGoMVOvVUAp,Haute,,
Haut-Uele,Dungu,MSF,Doruma,CD5305ZS01,DorumaHaut-Uele,DSNIS,"2021",ZEGVJVjXJJW,Haute,,
Haut-Uele,Niangara,MSF,Niangara,CD5303ZS01,NiangaraHaut-Uele,DSNIS,"2021",PDPn74NtJzs,Haute,,
Haut-Uele,Dungu,MSF,Dungu,CD5305ZS02,DunguHaut-Uele,DSNIS,"2021",GkqfQB4CBwt,Haute,,
Haut-Uele,Watsa,MSF,Gombari,CD5309ZS01,GombariHaut-Uele,DSNIS,"2021",h1dItcsoHRw,Moyenne,,
Ituri,Mambasa,MSF,Mambasa,CD5403ZS02,MambasaIturi,DSNIS,"2021",RjHZChl5gJQ,Haute,,
Ituri,Mambasa,MSF,Mandima,CD5403ZS03,MandimaIturi,DSNIS,"2021",YpXUkTbtAPA,Haute,,
Ituri,Irumu,MSF,Komanda,CD5402ZS04,KomandaIturi,DSNIS,"2021",i2mtQy4nTmD,Haute,,
Nord-Kivu,Oicha,DSNIS-OMS,Mabalako,CD6107ZS04,MabalakoNord-Kivu,DSNIS,2019-06-30,svtAZQ9nVl0,Haute,,
Ituri,Irumu,MSF,Boga,CD5402ZS01,BogaIturi,DSNIS,"2021",rLadlFjzCh7,Haute,,
Ituri,Irumu,MSF,Gethy,CD5402ZS03,GethyIturi,DSNIS,"2021",X8zFJ7DJlRD,Haute,,
Ituri,Irumu,MSF,Nyankunde,CD5402ZS05,NyankundeIturi,DSNIS,"2021",mGTaa8TFifO,Haute,,
Ituri,Irumu,MSF,Rwampara,CD5402ZS06,RwamparaIturi,DSNIS,"2021",vPxN2nZnBXK,Haute,,
Ituri,Djugu,MSF,Mongbalu,CD5405ZS10,MongbaluIturi,DSNIS,"2021",nv8tx681Gjd,Basse,,
Haut-Uele,Watsa,MSF,Watsa,CD5309ZS02,WatsaHaut-Uele,DSNIS,"2021",mS2mByLHkzL,Moyenne,,
Haut-Uele,Faradje,MSF,Faradje,CD5307ZS02,FaradjeHaut-Uele,DSNIS,"2021",H0UZDpNtJ17,Moyenne,,
Haut-Uele,Faradje,MSF,Aba,CD5307ZS01,AbaHaut-Uele,DSNIS,"2021",NC2xavZLq2a,Moyenne,,
Haut-Uele,Faradje,MSF,Makoro,CD5307ZS03,MakoroHaut-Uele,DSNIS,"2021",yNXb6VSdyPw,Haute,,
Ituri,Aru,MSF,Adi,CD5409ZS01,AdiIturi,DSNIS,"2021",QAjDPUD5eCo,Haute,,
Ituri,Aru,OMS,Ariwara,CD5409ZS03,AriwaraIturi,DSNIS,"2021",fM8IqjhdeyL,Haute,,
Ituri,Aru,MSF,Aru,CD5409ZS04,AruIturi,DSNIS,"2021",v8PqffapuVl,Basse,,
Ituri,Aru,MSF,Biringi,CD5409ZS05,BiringiIturi,DSNIS,"2021",yS0pmMtanuT,Haute,,
Ituri,Aru,MSF,Adja,CD5409ZS02,AdjaIturi,DSNIS,"2021",CLboGR4F3lj,Moyenne,,
Ituri,Aru,MSF,Laybo,CD5409ZS06,LayboIturi,DSNIS,"2021",n1N4M95juaC,Basse,,
Ituri,Mahagi,MSF,Aungba,CD5407ZS02,AungbaIturi,DSNIS,"2021",DFcltLEKLxj,Haute,,
Ituri,Djugu,MSF,Damas,CD5405ZS02,DamasIturi,DSNIS,"2021",ApdB8z3Wrxt,Haute,,
Ituri,Mahagi,MSF,Kambala,CD5407ZS03,KambalaIturi,DSNIS,"2021",SkEKQLSulmp,Haute,,
Ituri,Mahagi,MSF,Rimba,CD5407ZS07,RimbaIturi,DSNIS,"2021",a2aJcbwnjoK,Haute,,
Ituri,Mahagi,MSF,Logo,CD5407ZS04,LogoIturi,DSNIS,"2021",qqGoQGSp1Dw,Haute,,
Ituri,Mahagi,MSF,Nyarambe,CD5407ZS06,NyarambeIturi,DSNIS,"2021",gyRgzU4sTgY,Haute,,
Ituri,Mahagi,MSF,Mahagi,CD5407ZS05,MahagiIturi,DSNIS,"2021",seNn0NUsKYn,Haute,,
Ituri,Djugu,MSF,Rethy,CD5405ZS12,RethyIturi,DSNIS,"2021",hWMdKGgsAIz,Moyenne,,
Ituri,Mahagi,MSF,Angumu,CD5407ZS01,AngumuIturi,DSNIS,"2021",yKlg7zZ2xlH,Haute,,
Ituri,Djugu,MSF,Fataki,CD5405ZS04,FatakiIturi,DSNIS,"2021",FDNwbfrJhkA,Moyenne,,
Ituri,Djugu,MSF,Linga,CD5405ZS07,LingaIturi,DSNIS,"2021",K0KK2tBPIRA,Haute,,
Ituri,Djugu,MSF,Mangala,CD5405ZS09,MangalaIturi,DSNIS,"2021",YTZmP8g33YJ,Moyenne,,
Ituri,Djugu,MSF,Bambu,CD5405ZS01,BambuIturi,DSNIS,"2021",Uc3GqWS8C0w,Haute,,
Ituri,Djugu,MSF,Nizi,CD5405ZS11,NiziIturi,DSNIS,"2021",TCE5waEW7Fi,Moyenne,,
Ituri,Djugu,MSF,Drodro,CD5405ZS03,DrodroIturi,DSNIS,"2021",OIhgsXcZf6x,Haute,,
Ituri,Djugu,MSF,Lita,CD5405ZS08,LitaIturi,DSNIS,"2021",xGWcGHazqtw,Haute,,
Ituri,Irumu,MSF,Bunia,CD5402ZS02,BuniaIturi,DSNIS,"2021",GPi6i83o7l6,Haute,,
Ituri,Djugu,MSF,Tchomia,CD5405ZS13,TchomiaIturi,DSNIS,"2021",rhj4btTd3i0,Tres haute,,
Ituri,Djugu,MSF,Kilo,CD5405ZS06,KiloIturi,DSNIS,"2021",sbyWSsdZ3tj,Basse,,
Ituri,Mambasa,MSF,Lolwa,CD5403ZS01,LolwaIturi,DSNIS,"2021",xp3Y1OXHZLj,Haute,,
Ituri,Djugu,MSF,Jiba,CD5405ZS05,JibaIturi,DSNIS,"2021",mgcXmrrvCZr,Moyenne,,
Nord-Kivu,Beni,,Beni,CD6109ZS01,BeniNord-Kivu,DSNIS,"2021",msg2MyMGhKv,Moyenne,,
Nord-Kivu,Butembo,OSM_RDC,Butembo,CD6110ZS01,ButemboNord-Kivu,DSNIS,"2021",foR0DRLqtdJ,Moyenne,,
Nord-Kivu,Oicha,OSM_RDC,Kalunguta,CD6107ZS01,KalungutaNord-Kivu,DSNIS,"2021",XoJ3dLz68aj,Moyenne,,
Nord-Kivu,Oicha,OMS DSNIS,Vuhovi,CD6107ZS07,VuhoviNord-Kivu,DSNIS,2018-12-29,EsZ68sGXB5Y,Moyenne,,
Nord-Kivu,Butembo,OSM_RDC,Katwa,CD6110ZS02,KatwaNord-Kivu,DSNIS,"2021",woJBeEpIZdy,Moyenne,,
Maniema,Lubutu,DSNIS,Lubutu,CD6305ZS,LubutuManiema,DSNIS,"2020",HtQZ7yf79SN,Moyenne,,
Tshopo,Ubundu,MSF,Wanierukula,CD5102ZS03,WanierukulaTshopo,DSNIS,"2021",RowlA1nBHee,Haute,,
Nord-Kivu,Walikale,OCHA,Walikale,CD6104ZS04,WalikaleNord-Kivu,DSNIS,,xIs8yXFjb9Y,,,
Nord-Kivu,Walikale,MSF &OCHA,Kibua,CD6104ZS02,KibuaNord-Kivu,DSNIS,2018-12-29,is2bUIOxBUG,Basse,,
Maniema,Kabambare,DSNIS,Kabambare,CD6309ZS01,KabambareManiema,DSNIS,"2021",ncFyk9qnjro,Basse,,
Maniema,Kabambare,DSNIS,Lusangi,CD6309ZS02,LusangiManiema,DSNIS,"2021",rmoJzmAeUZq,Basse,,
Maniema,Kabambare,DSNIS,Saramabila,CD6309ZS03,SaramabilaManiema,DSNIS,"2021",aPONdpnYXAn,Basse,,
Maniema,Kasongo,DSNIS,Kasongo,CD6311ZS01,KasongoManiema,DSNIS,"2021",MRRlnyr6MW6,Basse,,
Maniema,Kasongo,DSNIS,Samba,CD6311ZS03,SambaManiema,DSNIS,"2021",SWIUdbyuNVh,Basse,,
Maniema,Kibombo,DSNIS,Kibombo,CD6313ZS01,KibomboManiema,DSNIS,"2021",FMXSE1MWvdO,Basse,,
Maniema,Kibombo,DSNIS,Tunda,CD6313ZS02,TundaManiema,DSNIS,"2021",BmjuXfI9o9i,Basse,,
Maniema,Kasongo,DSNIS,Kunda,CD6311ZS02,KundaManiema,DSNIS,"2021",MMeukZwYdI1,Basse,,
Maniema,Pangi,DSNIS,Kampene,CD6307ZS02,KampeneManiema,DSNIS,"2021",y08g1DjhBXu,Basse,,
Maniema,Pangi,DSNIS,Pangi,CD6307ZS03,PangiManiema,DSNIS,"2021",ie0dbeVpvnB,Basse,,
